input,output
1.0000026,0.000144
1.0000026,4.7999998e-05
1.0000026,0.000528
1.0000026,0.002352
1.0000026,0.0014399999
1.0000026,0.0033599997
1.0000026,0.005664
1.0000026,0.006288
1.0000026,0.009312
1.0000026,0.011376
0.9999615,0.014880001
1.0011413,0.018384
1.0011303,0.020448
1.0024161,0.025584
1.0055277,0.030048002
1.006127,0.033983998
1.0072443,0.037296
1.0100077,0.043248
1.0147604,0.04752
1.0193495,0.053808
1.0214498,0.059615996
1.0248183,0.065472
1.0278406,0.071712
1.0313764,0.077856
1.0332146,0.084479995
1.0377837,0.091488004
1.0436223,0.098303996
1.0516679,0.10608
1.0593402,0.113184
1.0643702,0.121536
1.071821,0.129648
1.0800668,0.137808
1.0893605,0.146016
1.1004089,0.155472
1.1114786,0.16416
1.1217899,0.173328
1.1294365,0.1824
1.142366,0.192288
1.152822,0.202896
1.1648785,0.21168001
1.1705922,0.222576
1.1825927,0.2328
1.1945322,0.24288
1.2065599,0.25348797
1.2206535,0.264576
1.2334255,0.275424
1.2472969,0.28608
1.2602552,0.29731202
1.2741976,0.30758402
1.2894057,0.31992
1.3007734,0.33072
1.3130231,0.342672
1.3265126,0.354144
1.340319,0.366048
1.3523389,0.37713602
1.364588,0.389568
1.376912,0.401472
1.3889933,0.41327998
1.4010361,0.42436802
1.4128401,0.43632
1.4257041,0.447888
1.43524,0.45936
1.444387,0.471168
1.4566191,0.48384
1.462873,0.497232
1.4694939,0.50971204
1.4722259,0.52147204
1.4764278,0.53385603
1.482726,0.545136
1.4861062,0.557184
1.4894725,0.568896
1.4925307,0.581328
1.4973736,0.59217596
1.4982884,0.604464
1.5004994,0.615744
1.5037192,0.627792
1.5064492,0.638592
1.5093149,0.649968
1.514434,0.661488
1.5199054,0.67252797
1.5260992,0.68347204
1.532692,0.694752
1.5397279,0.70464
1.545195,0.715584
1.5451459,0.72518396
1.5544243,0.736608
1.5620157,0.746592
1.5663762,0.75619197
1.5717281,0.7668
1.5767365,0.775344
1.5773143,0.785232
1.5799477,0.795072
1.5825304,0.803424
1.5838543,0.812496
1.587066,0.82075197
1.5866946,0.829536
1.5881234,0.837696
1.5884773,0.84552
1.5898772,0.85286397
1.5905612,0.860112
1.5920479,0.86692804
1.5943487,0.87436795
1.5958086,0.88156796
1.5963159,0.88872004
1.5952955,0.895104
1.5945041,0.90048
1.5966842,0.906
1.5962719,0.91204804
1.5984192,0.915984
1.597519,0.92131203
1.5973325,0.9264
1.5970193,0.930384
1.5952946,0.9348
1.5954118,0.938304
1.5950603,0.941664
1.5947057,0.944832
1.5960859,0.947952
1.5945168,0.94982404
1.5932161,0.951936
1.594524,0.95385593
1.5944995,0.956112
1.5923811,0.95817596
1.589172,0.95884806
1.590362,0.959664
1.589082,0.959424
1.5881188,0.95932806
1.585873,0.96
1.5825834,0.960048
1.5792792,0.9588
1.578596,0.958944
1.5780126,0.95654404
1.5770274,0.956112
1.5741166,0.953088
1.5732983,0.95121604
1.5727812,0.948192
1.5697675,0.944352
1.5674267,0.941616
1.5638037,0.938016
1.5614682,0.934608
1.5580978,0.93076795
1.5536549,0.927216
1.5467199,0.92135996
1.544225,0.916896
1.5403912,0.91152
1.5368931,0.906672
1.5324588,0.900768
1.5279689,0.895152
1.523129,0.888672
1.5201812,0.8819519
1.516242,0.87552
1.5117276,0.86836797
1.5066191,0.86208
1.5042164,0.85367996
1.5040771,0.846
1.5007724,0.83832
1.498256,0.83015996
1.4941344,0.82267195
1.4902766,0.813408
1.4900334,0.80491203
1.4847744,0.79608
1.4806604,0.786192
1.4795891,0.77712
1.4793677,0.768192
1.4775282,0.75806403
1.4756012,0.747984
1.4730763,0.737664
1.4742078,0.728496
1.4743427,0.717024
1.4741989,0.70718396
1.4721385,0.697008
1.4722636,0.685248
1.4745501,0.674208
1.4736495,0.662928
1.4741573,0.652704
1.4742862,0.64008
1.4738636,0.628896
1.4736694,0.617856
1.473818,0.606528
1.4712853,0.59419197
1.4693383,0.58305603
1.4679954,0.570768
1.4664179,0.558864
1.4666772,0.54700804
1.466989,0.535056
1.4675362,0.523104
1.4654506,0.511008
1.4643582,0.49967998
1.4614711,0.487104
1.4586473,0.475056
1.4549693,0.4632
1.4513912,0.45167997
1.4486436,0.44011202
1.4452013,0.42830402
1.4407104,0.416112
1.4344156,0.403392
1.4297699,0.39072
1.4257457,0.378864
1.4206214,0.3672
1.4120126,0.355632
1.4079903,0.343872
1.4025893,0.332112
1.3954222,0.32112
1.3895764,0.30931202
1.3806376,0.298704
1.3730627,0.28824
1.3664048,0.276336
1.3552217,0.26558402
1.3466964,0.254592
1.3394678,0.244176
1.3325979,0.23476799
1.322274,0.22343999
1.3158097,0.21331201
1.310235,0.203808
1.3026377,0.193488
1.2959337,0.184848
1.2884898,0.175824
1.2787313,0.165168
1.2700728,0.156288
1.2617587,0.147312
1.2547388,0.139488
1.2467661,0.130752
1.2408042,0.122016005
1.2334975,0.11448
1.2304088,0.107424
1.2259406,0.099744
1.2201023,0.091728
1.2139416,0.085008
1.2086036,0.0792
1.2046132,0.072192
1.1995893,0.065904
1.1958717,0.060192
1.1953536,0.054336
1.1913217,0.049151998
1.1880435,0.043008
1.1847324,0.03912
1.1789936,0.034416
1.1763873,0.029807998
1.1750959,0.026112
1.1756138,0.022656
1.1744195,0.018192
1.1713594,0.015360001
1.168846,0.013056
1.1659337,0.008784
1.1619844,0.0077279997
1.1583033,0.005232
1.1553241,0.004512
1.1554416,0.001776
1.1514708,0.002208
1.148507,0.00019199999
1.1472226,0.00024000001
1.1458771,0.00076799997
1.1435871,-0.001008
1.141157,0.001248
1.1398952,0.0
1.1379857,0.001056
1.1373274,0.004464
1.1362326,0.003024
1.1361238,0.005376
1.1352979,0.009072
1.1338589,0.010272
1.1333361,0.013536
1.1331935,0.017232
1.1335461,0.020832
1.1334764,0.024767999
1.1327255,0.029376
1.1321542,0.032976
1.1323724,0.037632
1.1314583,0.04272
1.1286311,0.048095997
1.1266135,0.053328004
1.1250817,0.059184004
1.1261845,0.064848
1.1255769,0.071232
1.1247021,0.077952005
1.1233764,0.084336
1.1254736,0.090864
1.1273093,0.098015994
1.1251751,0.106176004
1.1268293,0.113423996
1.1284387,0.120048
1.1317896,0.129216
1.1390232,0.137712
1.1423359,0.146496
1.1444286,0.155376
1.1512634,0.16396801
1.1573694,0.17304
1.1642327,0.182592
1.1699693,0.192336
1.1754408,0.202176
1.182324,0.21192
1.1892248,0.22176
1.1951514,0.231984
1.2065645,0.242256
1.2178217,0.252672
1.2296559,0.264
1.2431273,0.274752
1.2556027,0.285264
1.2671794,0.296208
1.2745602,0.307968
1.2884978,0.319152
1.3017682,0.330576
1.3147632,0.342096
1.3271983,0.353856
1.339215,0.36576
1.3555255,0.37704
1.3672254,0.388944
1.3821203,0.400944
1.3953961,0.412848
1.4097253,0.424896
1.4224962,0.4368
1.4394989,0.44851202
1.4520414,0.45984
1.4630926,0.47179198
1.4746196,0.48432
1.4844583,0.49727997
1.4945624,0.508656
1.5030763,0.52147204
1.5112451,0.532896
1.5180794,0.545232
1.5249205,0.557328
1.5310819,0.56904
1.5362154,0.580752
1.5424658,0.59232
1.5451362,0.604224
1.5493768,0.61608
1.5524428,0.627696
1.5551381,0.63912004
1.5557191,0.650352
1.5571684,0.661536
1.5587364,0.672336
1.5598934,0.683856
1.5606129,0.69383997
1.5622661,0.70507205
1.563963,0.71568
1.567317,0.726096
1.5710744,0.736224
1.5724566,0.746448
1.5742269,0.756768
1.575581,0.76593596
1.5778842,0.775824
1.5761745,0.78503996
1.5796794,0.794784
1.5833561,0.803616
1.5854338,0.812256
1.5865635,0.82032
1.588616,0.829392
1.5897954,0.83712
1.5899467,0.844992
1.590152,0.85344005
1.5913577,0.86064005
1.593322,0.86807996
1.5961264,0.874992
1.5980291,0.88056
1.5971392,0.888
1.597958,0.89404804
1.5981843,0.89932805
1.596983,0.90628797
1.5957892,0.910416
1.5979701,0.916944
1.6000644,0.921696
1.6012541,0.92515194
1.602003,0.929712
1.6010525,0.934704
1.6029013,0.93796796
1.604206,0.942096
1.6051903,0.944976
1.6059207,0.947808
1.6062267,0.94968
1.6064028,0.952416
1.607168,0.954
1.6056883,0.95592004
1.6060175,0.95664006
1.6042941,0.95793605
1.6045185,0.95860803
1.6039294,0.959376
1.6030383,0.959376
1.600141,0.959424
1.59895,0.958992
1.5987281,0.95836794
1.5961181,0.95812804
1.5955496,0.95702404
1.5948929,0.9552
1.5930672,0.952896
1.5909157,0.95097595
1.5895945,0.94852805
1.5870355,0.9456
1.5855389,0.942912
1.5817237,0.938304
1.5773047,0.934416
1.5717968,0.93095994
1.5680296,0.927312
1.5641364,0.92246395
1.5608504,0.91684806
1.5536542,0.91195196
1.5505583,0.906912
1.5466601,0.90072
1.5436207,0.896496
1.5392853,0.88828796
1.5352244,0.882336
1.5301976,0.875424
1.5265163,0.86894405
1.5274599,0.861696
1.5210222,0.85454404
1.5172541,0.84624004
1.5144869,0.83884805
1.5124199,0.83136
1.5083458,0.822288
1.5055121,0.81408
1.503,0.80472004
1.5003912,0.796128
1.4969742,0.786384
1.4978806,0.777648
1.4960463,0.76752
1.4965943,0.75864
1.4904022,0.748848
1.4920437,0.73785603
1.4938357,0.72796804
1.4923848,0.71716803
1.492709,0.707088
1.4938015,0.696336
1.4945464,0.685344
1.4948295,0.674544
1.4925176,0.6636
1.494615,0.65203196
1.4928081,0.64036804
1.4934484,0.62932795
1.4951874,0.618048
1.494483,0.60609597
1.493154,0.594432
1.4928496,0.582672
1.4931762,0.570768
1.4934313,0.559104
1.4936032,0.547152
1.4930079,0.535248
1.4908196,0.5232
1.4893589,0.510912
1.4842595,0.49886402
1.483708,0.48753598
1.482738,0.474864
1.477732,0.463392
1.4729986,0.45167997
1.4680291,0.440352
1.4636365,0.4284
1.458858,0.416304
1.4538317,0.40353602
1.4503057,0.39100802
1.4448391,0.37968
1.4395313,0.367728
1.433996,0.355632
1.4264297,0.345072
1.4220268,0.33264
1.4136248,0.321408
1.4023018,0.310272
1.3933445,0.298752
1.3847771,0.28761598
1.3746072,0.276576
1.3652823,0.265968
1.3564872,0.254832
1.3495039,0.244272
1.3437723,0.234576
1.3356774,0.223296
1.3282304,0.21384
1.322066,0.203952
1.3126484,0.194112
1.3035676,0.184128
1.2965105,0.1752
1.2879075,0.16536
1.2805368,0.15643199
1.273694,0.147888
1.2651755,0.139872
1.2602353,0.130752
1.2545946,0.12283199
1.2491006,0.114336
1.2453914,0.106704004
1.2408015,0.099791996
1.234699,0.092208
1.2297406,0.085248
1.2243391,0.078959994
1.2205539,0.072576
1.2157019,0.066
1.2141159,0.060335997
1.2128541,0.054
1.2098426,0.049104
1.2087986,0.04416
1.2069424,0.038016
1.2026578,0.034608
1.1997247,0.03024
1.1957142,0.025008
1.1930819,0.021792
1.1893007,0.018
1.1863655,0.016416
1.1838249,0.013584
1.1806958,0.009168
1.1790602,0.0075839995
1.1748534,0.0063360003
1.1727768,0.004368
1.1721474,0.002304
1.1696324,0.002112
1.1661431,0.000144
1.1644939,-0.000528
1.164286,-0.000336
1.1629303,0.00076799997
1.1612654,0.001056
1.1603397,0.001056
1.1587244,0.0015359999
1.1587299,0.004272
1.1564537,0.0057599996
1.1550144,0.006048
1.153158,0.008304
1.1526239,0.011423999
1.1521748,0.016368
1.1508248,0.017232
1.1508479,0.019248
1.1506401,0.024864
1.1493607,0.029951999
1.1474725,0.032592002
1.1488156,0.038928
1.1479315,0.042767998
1.1474488,0.047376
1.1478438,0.053424
1.1464615,0.058032002
1.1478441,0.063888
1.1463299,0.070415996
1.1462402,0.076992
1.1459897,0.084240004
1.1444299,0.090432
1.14597,0.09792
1.1488022,0.105552
1.1498263,0.112704
1.1532575,0.121248
1.1544511,0.129456
1.1550475,0.136896
1.1567923,0.145584
1.1620874,0.154512
1.1669697,0.163584
1.1749153,0.17318399
1.1807992,0.18264
1.1871523,0.19238399
1.1924007,0.202032
1.2003534,0.211728
1.2090096,0.22185601
1.2152015,0.2316
1.2235996,0.2424
1.2355232,0.2532
1.250295,0.2628
1.2604914,0.274704
1.271092,0.285696
1.2811108,0.29630402
1.2921685,0.307728
1.3027576,0.318624
1.3121791,0.330288
1.3252952,0.34176
1.3394192,0.353952
1.3520415,0.36528
1.3671792,0.37704
1.3821214,0.3888
1.3952138,0.400992
1.4105277,0.41227204
1.4237856,0.424752
1.4369961,0.43656
1.4510981,0.44807997
1.464082,0.4596
1.476942,0.471408
1.4909654,0.48408
1.5016264,0.497136
1.5103066,0.50913596
1.5173138,0.5208
1.5243566,0.533136
1.5343987,0.545088
1.5411737,0.556752
1.5489088,0.568656
1.5557373,0.580464
1.5633887,0.59232
1.5701449,0.604416
1.5735273,0.615792
1.5758592,0.626928
1.5829138,0.63868797
1.5842683,0.649296
1.5834448,0.660576
1.5841701,0.671904
1.5862843,0.682944
1.5880772,0.693984
1.5910478,0.70449597
1.5921223,0.71544
1.5942003,0.725664
1.5942587,0.7356
1.5923526,0.74616003
1.5948126,0.756288
1.5961486,0.7656
1.5972993,0.77563196
1.5979087,0.7848
1.6002388,0.794448
1.6014748,0.803184
1.6026274,0.812064
1.603783,0.820704
1.6050884,0.829392
1.6066818,0.83755195
1.6083628,0.84475195
1.6105231,0.852672
1.610054,0.8592
1.6106693,0.867024
1.6110663,0.87436795
1.6115601,0.8808
1.6111399,0.888096
1.6136066,0.894192
1.6119603,0.899712
1.6140398,0.904992
1.6146643,0.910416
1.6176823,0.91617596
1.6175045,0.920784
1.6170743,0.92544
1.6185,0.929808
1.6178379,0.934512
1.619917,0.938688
1.6188649,0.941904
1.6204858,0.94516796
1.6194428,0.947712
1.6183639,0.95044804
1.61786,0.951936
1.6173172,0.95366395
1.6211445,0.9564
1.6204473,0.957216
1.6193637,0.95774406
1.6175189,0.95865595
1.618356,0.959472
1.6184056,0.95956796
1.6154649,0.959616
1.614861,0.958752
1.6146163,0.958032
1.6135803,0.957504
1.6172298,0.956496
1.6134713,0.955152
1.6117827,0.953376
1.6083684,0.95112
1.6078844,0.94876796
1.6059382,0.9456
1.6017054,0.941808
1.5979528,0.938688
1.5927936,0.935328
1.5899335,0.93052804
1.58611,0.92745596
1.5816948,0.922704
1.5777109,0.91848
