input,output
0.99999803,-4.7999998e-05
0.99999803,-9.5999996e-05
0.99999803,0.0
0.99999803,0.00048000002
0.99999803,0.00048000002
0.99999803,0.00071999995
0.99999803,0.0012
0.99999803,0.0014399999
0.99999803,0.001248
0.99999803,0.002592
0.9999797,0.002832
1.0017424,0.003552
1.0020949,0.004416
1.0025707,0.005376
1.0028157,0.005664
1.0029014,0.0063360003
1.0036482,0.007392
1.0058315,0.008784
1.0053265,0.010992
1.005258,0.011376
1.0045702,0.013247999
1.0053207,0.014303999
1.0059607,0.015024001
1.005452,0.01752
1.0068253,0.018528
1.0069023,0.019536
1.01004,0.021504
1.0099841,0.022464
1.0102016,0.025104
1.0106012,0.027216
1.0112251,0.027888
1.0126537,0.030768
1.0139284,0.0324
1.0104582,0.033744
1.0150809,0.03648
1.0163513,0.038928
1.0201919,0.041472
1.0203886,0.042912
1.0202914,0.0444
1.021801,0.047328
1.0232563,0.050784
1.0240088,0.052608002
1.0255824,0.053808
1.0265721,0.057168
1.0296609,0.060288
1.0307751,0.063552
1.0322603,0.066096
1.0335988,0.068064004
1.0348829,0.070656
1.034569,0.074304
1.037592,0.076848
1.0403655,0.079728
1.0439807,0.083615996
1.047556,0.085776
1.050974,0.089808
1.0566232,0.092112
1.0587265,0.095759995
1.0618222,0.099071994
1.066016,0.102096
1.0683709,0.10516801
1.0742663,0.108431995
1.0779684,0.11256
1.0832249,0.115343995
1.0877855,0.11976
1.093238,0.12254399
1.0996071,0.126192
1.105359,0.130272
1.1120214,0.133584
1.1165924,0.13699201
1.1231972,0.140688
1.1284583,0.14505601
1.1326543,0.148128
1.137014,0.15216
1.1427275,0.155616
1.1474015,0.16008
1.1524817,0.1644
1.1569113,0.169344
1.1616732,0.17270401
1.1671758,0.175584
1.1726937,0.180048
1.1779518,0.183552
1.1827296,0.188112
1.1882577,0.193536
1.1951944,0.197328
1.201993,0.20059201
1.2089648,0.205776
1.2150536,0.208848
1.222637,0.21436799
1.2303005,0.21820801
1.2380261,0.22219199
1.2444931,0.22713602
1.2535484,0.23116799
1.2628671,0.23510401
1.2702426,0.23980801
1.2774358,0.244272
1.2852752,0.24830401
1.2938068,0.252384
1.3022926,0.257952
1.3117809,0.26121598
1.3211151,0.267024
1.3302158,0.27086398
1.3384423,0.27523202
1.3489869,0.280128
1.3570179,0.28463998
1.3673972,0.288048
1.3771373,0.293808
1.384356,0.297168
1.3874007,0.302688
1.40033,0.30624
1.4108784,0.31176
1.4219075,0.316032
1.4316165,0.320592
1.4390997,0.32529598
1.4483666,0.328896
1.4570348,0.334752
1.4636391,0.341088
1.4722865,0.342816
1.4801608,0.34785601
1.4878703,0.352656
1.4939263,0.356976
1.5000894,0.36163202
1.5069408,0.36576
1.5152204,0.37056002
1.5208639,0.37521598
1.5302415,0.379536
1.537567,0.383472
1.5457116,0.387984
1.5507026,0.392544
1.5580736,0.396816
1.5664213,0.40151998
1.5732198,0.406176
1.5806965,0.40987203
1.5875553,0.41505602
1.5926876,0.41928
1.5994909,0.422496
1.6049223,0.427392
1.6098323,0.43156803
1.618963,0.436032
1.6227429,0.440736
1.6243951,0.444864
1.628792,0.44841602
1.6311893,0.45283198
1.6355257,0.45787203
1.6403464,0.46166402
1.644984,0.465312
1.6465946,0.468816
1.6500814,0.472704
1.6519936,0.47736
1.6541864,0.481056
1.6574239,0.48518398
1.6564964,0.48988798
1.6609051,0.493536
1.6657181,0.49747202
1.6649187,0.50112003
1.6708941,0.5052
1.6761348,0.50904
1.6809798,0.51264
1.6811347,0.51633596
1.6838503,0.52008
1.6870124,0.523584
1.6855346,0.526752
1.6893792,0.530448
1.6901867,0.533664
1.6945939,0.535728
1.6962711,0.54144
1.6980336,0.5448
1.700997,0.54767996
1.7032278,0.550368
1.704226,0.553968
1.7061139,0.556512
1.7094656,0.560448
1.708189,0.564672
1.7112496,0.56755203
1.7126144,0.569952
1.7158896,0.5736
1.717795,0.576384
1.7185143,0.579168
1.7178963,0.582528
1.7197738,0.584304
1.7212839,0.587376
1.7221557,0.590064
1.724881,0.593136
1.7247427,0.596016
1.7253569,0.598992
1.7250384,0.60144
1.7254077,0.603744
1.7275425,0.605712
1.7300036,0.60878396
1.7292676,0.611184
1.7294232,0.61296
1.7296112,0.614832
1.7295648,0.617568
1.7313439,0.61968
1.7314923,0.621168
1.7297983,0.623904
1.7325652,0.62630403
1.7308494,0.62832004
1.7293596,0.630336
1.7279223,0.631152
1.727898,0.633552
1.7256995,0.635568
1.722089,0.635712
1.7215879,0.63868797
1.7194922,0.63912004
1.7199252,0.64228797
1.720916,0.642576
1.720029,0.643536
1.7213664,0.645888
1.7207637,0.646368
1.7220479,0.64718395
1.7204046,0.648912
